2018HU1296546,0
2018HU0797135,1
2018GQ0056212,1
2018HU1278462,1
2018HU0143803,0
2018HU1199963,1
2018HU0474613,1
2018HU1053291,1
2018HU1256208,1
2018HU0144706,1
2018HU0492679,1
2018HU1116423,1
2018HU0906960,0
2018HU0532834,1
2018HU1033543,0
2018HU0730618,1
2018HU1003588,0
2018HU0421206,1
2018HU1297422,1
2018HU1192034,1
2018HU0262178,1
2018GQ0031125,0
2018GQ0096529,1
2018HU1129697,1
2018HU0998155,1
2018HU0717151,1
2018HU1163339,1
2018HU0550043,1
2018HU1057836,0
2018GQ0027960,1
2018HU0707826,1
2018HU1179721,1
2018HU0590816,1
2018HU0225572,1
2018HU0393953,1
2018HU0911170,0
2018HU0049108,1
2018HU0404286,1
2018GQ0127354,1
2018HU0183370,1
2018HU0919538,1
2018HU0257372,1
2018HU0677879,0
2018GQ0014211,1
2018HU1244338,1
2018HU1139132,1
2018HU0291816,1
2018HU1015873,1
2018HU0650846,1
2018GQ0044715,0
2018HU0024789,0
2018HU1257258,1
2018HU0661597,1
2018HU0176459,0
2018HU1226819,1
2018HU0226686,1
2018HU0304043,0
2018HU0511216,1
2018HU1103119,1
2018HU0796769,0
2018HU0876704,1
2018HU1169586,1
2018HU0439186,1
2018HU1335220,1
2018HU0760418,1
2018HU0623582,0
2018HU0385625,0
2018HU0692879,0
2018GQ0000488,1
2018HU0952976,1
2018HU0815906,1
2018HU1161940,1
2018GQ0024726,0
2018HU0236846,1
2018HU0540338,1
2018HU0916744,1
2018HU0793328,1
2018HU0255216,1
2018HU0144706,1
2018HU0430162,1
2018HU0631958,1
2018HU0873650,1
2018GQ0053185,0
2018HU1325425,1
2018HU0163561,1
2018HU0033083,1
2018HU0874740,1
2018HU0566152,1
2018HU0186398,1
2018HU0244473,1
2018HU0839853,1
2018HU0781647,1
2018HU1281423,1
2018HU1201520,1
2018HU0633550,1
2018HU0850541,0
2018GQ0015983,1
2018GQ0017689,1
2018GQ0001712,0
2018HU0926834,1
2018HU0508281,1
2018HU0405137,1
2018HU1190164,1
2018HU0873650,1
2018HU0051810,1
2018HU1192936,1
2018HU0126705,1
2018HU0660108,1
2018HU1303047,1
2018HU1017729,1
2018HU0748447,1
2018HU0710898,1
2018HU0581313,1
2018HU0676842,1
2018HU0486560,1
2018HU1009288,1
2018GQ0134160,0
2018HU0362666,1
2018HU0075062,1
2018HU1007004,1
2018HU1311869,1
2018HU0545178,1
2018HU0910101,0
2018HU0616855,1
2018HU1084668,1
2018HU0392012,1
2018HU1108324,0
2018HU1375554,1
2018HU1210480,1
2018HU0730856,0
2018HU0657843,0
2018HU0969150,1
2018HU0815804,0
2018HU0539791,1
2018HU0182234,0
2018HU1250886,1
2018HU0112432,1
2018GQ0102377,0
2018HU0701353,1
2018GQ0137306,1
2018HU0073261,1
2018HU0712576,1
2018HU1089955,1
2018GQ0058626,1
2018HU0138758,0
2018HU1373305,1
2018HU0658857,1
2018HU1228186,1
2018HU0924687,1
2018HU0973719,1
2018HU0897700,1
2018HU1167677,1
2018GQ0121108,1
2018HU0557168,1
2018GQ0124050,1
2018HU1273949,0
2018HU0979655,0
2018HU0646701,1
2018HU1187841,1
2018HU0095306,1
2018HU0341909,0
2018HU0227495,1
2018GQ0103300,1
2018HU0089660,1
2018HU1142313,1
2018HU0198057,0
2018HU0052739,1
2018GQ0105176,1
2018HU0457295,1
2018HU0544293,1
2018HU0006281,1
2018HU0376023,1
2018HU1220872,0
2018HU0104235,1
2018HU0519676,1
2018HU0001057,1
2018HU1346725,1
2018HU1173141,0
2018HU0142442,1
2018HU1392251,0
2018HU0587305,1
2018HU0057622,1
2018GQ0115113,1
2018HU1392251,1
2018HU0454308,1
2018HU0433510,1
2018HU0206876,1
2018GQ0029709,1
2018GQ0153100,1
2018HU0896588,1
2018HU1315000,1
2018HU0034163,1
2018HU0801920,0
2018HU1196724,1
2018GQ0002437,1
2018HU0494693,0
2018HU1353929,1
2018HU0138545,1
2018HU0616584,1
2018HU0361080,0
2018HU0509627,1
2018HU1038306,1
2018HU0060843,1
2018HU1213500,1
2018HU0446717,1
2018HU0203411,1
2018HU0480799,0
2018HU0635319,1
2018HU1149576,1
2018HU0488748,1
2018GQ0001421,1
2018HU0622756,1
2018HU0905680,1
2018HU1034883,1
2018HU1282403,1
2018HU1303328,1
2018HU1299876,1
2018HU0672423,0
2018HU0218117,1
2018HU0548294,1
2018HU0420205,1
2018HU0619581,1
2018HU1354834,1
2018HU0205801,1
2018HU0250097,0
2018GQ0008773,0
2018HU1339136,1
2018HU0658155,1
2018HU0845312,1
2018HU1023730,1
2018HU0060020,1
2018HU0738781,1
2018HU0408979,1
2018HU1333006,1
2018HU0757678,0
2018HU0682480,1
2018HU1313276,0
2018HU0975997,1
2018GQ0077009,1
2018HU0357549,1
2018HU0901147,1
2018HU0999035,1
2018HU0421533,1
2018HU1052039,1
2018HU1034883,1
2018HU0600737,1
2018GQ0009188,0
2018HU0361080,1
2018HU1247872,1
2018HU0409291,1
2018HU1113160,1
2018HU0146829,1
2018HU0117920,1
2018HU0074680,1
2018HU1274966,1
2018HU1019014,1
2018GQ0045475,1
2018HU1220723,0
2018HU0383327,1
2018HU1140685,1
2018HU0605155,1
2018HU0609564,0
2018HU1392283,0
2018HU0444572,1
2018HU0493547,1
2018HU1146489,1
2018HU1103119,1
2018HU0329688,1
2018HU1226058,0
2018GQ0076897,0
2018HU0973346,1
2018GQ0114206,1
2018HU1254984,1
2018HU0039272,0
2018HU0215300,1
2018HU0815906,1
2018HU0009065,1
2018HU1260619,1
2018HU0194341,1
2018HU0433392,1
2018HU0428043,1
2018HU0203795,1
2018HU1319394,1
2018GQ0139088,1
2018HU0509671,1
2018HU1182619,1
2018HU1298901,1
2018HU1087455,1
2018HU1277052,1
2018HU1353929,1
2018HU1030869,1
2018HU0005458,1
2018HU0134196,0
2018HU0541865,1
2018HU0374912,1
2018HU0100592,1
2018HU1199246,1
2018HU1226058,1
2018GQ0151422,1
2018HU1276711,1
2018HU0849752,1
2018HU0859071,1
2018HU0051285,1
2018HU0484900,1
2018GQ0071065,1
2018HU1037104,0
2018HU0072819,1
2018HU0212023,0
2018HU1204694,1
2018HU1098336,1
2018HU1090650,1
2018HU0941374,0
2018HU0896434,0
2018HU0392142,1
2018HU0111651,0
2018HU0821541,1
2018HU0498622,1
2018HU0629639,1
2018HU0361297,0
2018HU1095481,1
2018HU1225729,1
2018HU1097623,1
2018HU1345014,1
2018HU0647303,0
2018HU0047070,0
2018HU0446956,1
2018HU0112401,1
2018HU0896327,0
2018GQ0055486,1
2018HU0312935,1
2018GQ0008157,0
2018HU0229575,0
2018HU1133843,1
2018HU0105050,1
2018HU0745784,1
2018HU0584983,1
2018HU0781057,1
2018HU0026582,1
2018HU0935080,1
2018HU1248769,1
2018HU1222367,0
2018HU0682587,0
2018HU1298646,1
2018HU0874254,0
2018HU0931388,0
2018HU0085095,1
2018GQ0075858,1
2018HU0775242,1
2018HU1268000,1
2018HU0241782,1
2018HU0760531,1
2018HU0086762,1
2018HU1342238,1
2018HU0748507,1
2018HU0438294,1
2018GQ0118447,1
2018HU0591573,1
2018HU0036443,1
2018HU0392502,1
2018GQ0067856,1
2018HU1345292,1
2018HU0089004,1
2018HU1059273,1
2018HU0848752,1
2018HU0935303,1
2018HU0663510,1
2018HU0552727,1
2018HU0708769,1
2018HU1100898,1
2018HU0460043,1
2018HU1240741,0
2018HU0774160,1
2018HU0941171,1
2018HU0884829,1
2018HU0418829,1
2018HU1398388,1
2018HU0591100,1
2018HU0978409,1
2018HU1113615,1
2018HU0062115,1
2018HU0183443,1
2018HU0944127,0
2018HU1309853,0
2018GQ0103925,1
2018HU0674445,1
2018HU1108045,1
2018HU1060364,1
2018HU1159355,1
2018HU1284517,1
2018HU1263934,1
2018HU0680232,1
2018HU0523686,1
2018HU0899459,1
2018HU1167309,1
2018HU0622107,1
2018HU0369147,1
2018HU0753868,1
2018HU0480536,1
2018HU0457902,1
2018HU0225267,1
2018GQ0101257,1
2018HU0134196,1
2018HU1103119,0
2018HU0946175,1
2018HU0544539,1
2018HU0591971,1
2018HU0646089,1
2018HU0354814,1
2018HU0199157,0
2018HU0052983,0
2018HU0879782,1
2018HU0856564,0
2018HU1208565,1
2018HU0615431,1
2018HU0275961,1
2018HU0328274,1
2018HU0634526,1
2018HU0116119,1
2018HU0543284,1
2018HU0126763,1
2018HU1221424,1
2018HU0927204,1
2018HU0595337,1
2018HU1086885,1
2018HU1224602,1
2018HU0048037,1
2018HU0316328,1
2018HU0536859,1
2018HU1031860,0
2018HU0928109,1
2018HU0936047,0
2018HU0930910,1
2018HU1329698,1
2018HU1393859,1
2018HU0258184,0
2018HU1166987,1
2018HU0899967,0
2018HU1167903,0
2018HU0693779,1
2018HU0909176,1
2018HU0810713,1
2018HU0183814,1
2018GQ0019368,0
2018HU1096179,1
2018HU0227378,1
2018GQ0050591,0
2018HU0048559,1
2018HU1327035,1
2018HU0748211,1
2018GQ0131843,0
2018HU0985167,1
2018HU0421857,1
2018HU0775952,1
2018HU0164963,1
2018HU0601515,1
2018HU1020604,1
2018HU0617287,0
2018HU0486560,1
2018HU0492439,0
2018HU0973719,1
2018HU0021008,1
2018HU0752869,1
2018HU0127892,1
2018HU1182300,0
2018HU0359585,0
2018HU0719757,1
2018HU1155567,1
2018HU0032302,0
2018HU1048533,1
2018HU1105020,1
2018HU1071720,1
2018HU0927438,1
2018HU0761340,1
2018HU0550551,1
2018HU0712035,0
2018HU0333574,1
2018HU0590750,0
2018HU0667433,1
2018HU1218730,1
2018HU0528889,1
2018HU0110223,1
2018HU0059051,0
2018HU0298854,1
2018GQ0084202,1
2018HU1216047,1
2018HU0584982,1
2018HU0940224,1
2018HU0930305,1
2018HU0787120,1
2018HU0880595,0
2018HU0441930,1
2018HU1228010,1
2018HU0492668,0
2018HU0623342,1
2018HU1394075,0
2018HU1100692,0
2018HU0336990,1
2018HU0486535,1
2018GQ0083615,0
2018HU0706611,1
2018HU1210338,0
2018HU1260590,0
2018HU0096374,1
2018HU0791325,1
2018HU0644321,1
2018HU1294596,1
2018HU1105124,1
2018HU1258288,1
2018HU0005810,1
2018HU0619212,1
2018HU0412073,1
2018HU0619658,1
2018HU1051181,1
2018HU0871702,1
2018HU0011662,1
2018HU0116928,1
2018GQ0132847,0
2018HU0505136,1
2018HU0091618,1
2018HU0102814,1
2018HU0408783,0
2018HU1199812,1
2018HU1011193,1
2018HU0905836,1
2018HU0526614,1
2018HU1397736,1
2018HU0799369,0
2018HU0935576,0
2018HU0738978,0
2018HU0832436,0
2018HU1367063,0
2018HU0334149,1
2018HU0316828,1
2018HU0509347,1
2018HU0756874,1
2018HU0565283,1
2018HU0179967,0
2018HU0652909,1
2018HU0998422,0
2018HU1248883,0
2018HU0499259,1
2018HU1060680,1
2018HU0151055,1
2018HU0161562,1
2018HU1115625,0
2018HU0156845,0
2018HU0171310,1
2018HU0546077,1
2018HU1141063,1
2018HU0494418,1
2018HU1138599,1
2018HU1198611,0
2018HU0730724,1
2018HU1093563,1
2018HU0726527,1
2018HU1068303,1
2018HU0296924,1
2018GQ0061113,1
2018HU1267244,0
2018HU0623342,1
2018HU0681374,1
2018HU1383045,1
2018HU0816174,1
2018HU1141963,1
2018HU0611832,1
2018GQ0004321,1
2018HU1244338,0
2018HU0763175,1
2018HU0600129,1
2018HU0831888,0
2018HU0211247,1
2018HU0546559,1
2018HU0734019,1
2018GQ0092763,1
2018HU1266699,1
2018HU1134898,1
2018HU0646701,0
2018HU0156412,1
2018HU0442895,1
2018HU0029645,0
2018HU0614921,1
2018HU0339188,1
2018HU0251474,1
2018HU0306342,1
2018HU0915874,1
2018HU0761555,0
2018HU1140685,1
2018HU0190586,1
2018HU1151851,1
2018HU0571702,1
2018HU0926834,1
2018HU0764612,1
2018HU0292797,1
2018GQ0101211,1
2018HU1018274,1
2018GQ0121619,1
2018HU1343071,0
2018HU0889565,1
2018HU0606526,1
2018HU1309158,1
2018HU0914480,1
2018HU0373546,1
2018HU1158268,1
2018HU1271026,1
2018HU0847272,1
2018HU0900280,1
2018HU0110853,1
2018HU0962141,1
2018HU0158305,1
2018HU0143610,1
2018HU0869970,0
2018HU0094974,1
2018HU1089675,1
2018HU0117075,1
2018HU0625946,1
2018HU0345325,1
2018HU1148272,1
2018HU0580227,1
2018HU0824673,0
2018HU0199950,1
2018HU0215417,1
2018HU0280808,1
2018HU1098240,1
2018HU0164963,1
2018HU1262482,1
2018HU0457851,1
2018GQ0036734,1
2018HU0499259,1
2018HU1053613,1
2018HU0302846,1
2018HU1270520,0
2018HU1096309,1
2018HU1307055,0
2018HU0007919,1
2018HU1108045,1
2018HU1152757,1
2018HU1166417,0
2018HU1143489,0
2018HU0345325,1
2018HU1312695,1
2018HU1066489,1
2018HU0359445,1
2018HU0498473,0
2018HU0534758,0
2018HU0479790,1
2018HU0041440,1
2018HU0550591,0
2018HU1182619,1
2018HU1262553,1
2018HU1054081,0
2018HU0192671,1
2018HU1216184,1
2018HU0408783,0
2018HU0990889,1
2018HU1083344,0
2018HU0208157,1
2018HU0944127,1
2018HU0843011,1
2018HU0503776,0
2018HU0213646,1
2018HU0551218,1
2018HU0588998,1
2018HU1134276,1
2018HU1123330,1
2018HU1000240,1
2018HU0667796,1
2018HU1328779,1
2018HU0858788,1
2018HU1301330,1
2018GQ0100039,1
2018HU0806455,0
2018HU0806855,1
2018GQ0081237,1
2018HU0725121,1
2018HU0281996,1
2018HU0248762,1
2018HU0423932,1
2018HU1255962,1
2018HU0774160,1
2018HU1126344,1
2018HU0937113,1
2018HU1147107,1
2018HU0409864,1
2018HU1151538,1
2018HU1043769,1
2018HU0490283,1
2018HU0296580,0
2018HU0060941,1
2018HU0427397,0
2018HU0351758,1
2018HU0635744,1
2018HU1036342,0
2018HU0508281,1
2018HU1317443,0
2018HU0089065,1
2018HU0446956,0
2018HU0822503,1
2018HU0427397,1
2018HU0032990,1
2018HU0250807,1
2018HU1400612,1
2018HU0103643,1
2018HU0172242,0
2018HU0675822,1
2018GQ0035895,1
2018HU0339878,1
2018HU0556718,0
2018HU1045819,1
2018HU0113060,1
2018HU0493010,1
2018HU0826685,1
2018HU0130458,1
2018GQ0077390,1
2018HU0492959,1
2018HU1077194,0
2018HU0554026,0
2018HU1294269,1
2018GQ0094501,1
2018HU0909440,1
2018HU1385108,1
2018HU0561673,0
2018HU0677879,1
2018HU0290579,1
2018GQ0077361,1
2018HU1232735,1
2018GQ0001990,1
2018HU0432890,1
2018HU1135000,1
2018HU0337541,1
2018HU0894652,1
2018HU1355312,1
2018HU0469827,1
2018HU0348219,1
2018HU1069708,1
2018GQ0032724,0
2018HU0951206,1
2018HU1332888,1
2018HU0214625,1
2018HU0993386,1
2018HU0230932,1
2018HU1281423,1
2018HU1137235,1
2018HU0156634,1
2018HU0983218,1
2018HU0383620,1
2018HU1216184,1
2018HU1353929,1
2018GQ0042728,1
2018HU0541986,0
2018GQ0089120,1
2018GQ0002467,1
2018HU0281313,1
2018HU0717151,1
2018GQ0077391,0
2018HU0783540,1
2018HU1268923,1
2018HU1345292,1
2018HU0917259,1
2018HU1007380,1
2018HU0313613,1
2018HU0548294,1
2018HU0513899,0
2018HU0143610,1
2018HU0585544,1
2018HU1212892,1
2018HU0617016,1
2018HU0306342,1
2018HU0882562,1
2018HU0979655,0
2018HU0117642,0
2018HU0785603,1
2018HU0903398,1
2018HU0518074,1
2018GQ0117620,1
2018HU1181940,1
2018HU1389395,1
2018HU0845158,1
2018HU0518734,1
2018HU0941203,1
2018GQ0150002,1
2018HU0937432,1
2018GQ0009822,1
2018HU1028740,1
2018HU1382870,1
2018HU0548294,1
2018HU0596643,1
2018HU0219744,1
2018HU0061081,1
2018HU0677745,1
2018HU0216068,1
2018HU0070778,1
2018HU0044264,1
2018HU0113401,1
2018GQ0066702,0
2018HU1033811,1
2018HU0699660,1
2018HU1182300,0
2018HU1194133,1
2018HU0284479,1
2018HU1156657,1
2018HU0126977,1
2018HU1343920,1
2018HU1154926,1
2018HU0876273,1
2018HU1392221,0
2018HU0385133,1
2018GQ0077239,1
2018HU0551685,1
2018GQ0078631,1
2018HU0341348,1
2018HU1219157,1
2018HU0182285,1
2018HU0341981,1
2018HU0156639,0
2018HU1318865,1
2018HU1382683,1
2018HU0498526,1
2018HU0066781,1
2018HU0953830,1
2018HU0609539,0
2018HU1251317,1
2018HU1152757,1
2018HU1093443,1
2018HU0707826,1
2018HU1380288,1
2018HU1326350,1
2018HU1300346,1
2018HU0047023,1
2018HU0965300,1
2018HU0951457,0
2018HU1147688,1
2018HU0484554,1
2018HU1014604,1
2018HU0444556,1
2018HU0417205,0
2018HU1166417,1
2018HU0376235,1
2018HU1394936,0
2018HU0005348,1
2018HU0308501,1
2018HU1158694,1
2018HU0862339,0
2018HU0004212,1
2018HU0054914,0
2018HU0823721,1
2018HU1225356,1
2018HU1324708,1
2018HU0362322,1
2018HU1099914,1
2018HU0203411,1
2018HU0707692,1
2018HU0681835,1
2018HU0585544,1
2018HU1182412,1
2018HU0961912,1
2018HU0986704,1
2018HU0349244,1
2018HU1291576,1
2018HU0592210,1
2018HU0384227,1
2018HU0253069,1
2018HU0659757,1
2018HU0327360,1
2018HU1221091,1
2018HU0536138,1
2018HU0925684,1
2018HU1360901,1
2018GQ0034902,1
2018HU0954295,1
2018HU0981188,1
2018HU0876893,0
2018HU0218863,1
2018HU1122086,1
2018HU0442281,1
2018HU0560653,1
2018HU0357615,1
2018HU1057094,1
2018HU1030278,0
2018HU1201019,0
2018HU1247872,1
2018HU0577891,1
2018HU1045748,1
2018HU1096420,0
2018HU0133920,1
2018HU0536771,1
2018HU0051115,1
2018HU1132051,1
2018HU0757678,1
2018HU1285052,1
2018HU1082390,1
2018HU0697935,1
2018HU1252186,1
2018HU0461260,1
2018HU0672737,1
2018HU0881370,0
2018HU1127707,0
2018HU0742154,1
2018HU0428060,1
2018HU0180986,0
2018HU0251259,1
2018GQ0084301,1
2018HU1393263,1
2018HU1152757,1
2018HU1008855,0
2018GQ0094906,1
2018HU0167147,1
2018HU1139987,1
2018HU0475619,0
2018HU0457599,1
2018HU0630960,1
2018HU1219157,1
2018GQ0107250,0
2018HU0191972,1
2018HU0944412,1
2018HU0731903,0
2018HU0844841,1
2018HU0913720,1
2018HU0673444,1
2018HU1087666,1
2018HU0366625,0
2018HU1316989,1
2018HU1087956,1
2018HU0470604,1
2018HU0879626,1
2018HU0871702,1
2018HU0267609,1
2018HU0635319,1
2018HU0164746,1
2018HU0882997,1
2018HU0899777,1
2018GQ0047147,0
2018HU0719143,1
2018HU0842671,0
2018HU0658857,1
2018HU0522364,1
2018HU0420800,1
2018HU0988190,1
2018HU0352487,1
2018HU0120358,1
2018HU1372267,1
2018HU0084916,0
2018GQ0011997,1
2018HU0681374,1
2018HU0807170,0
2018HU0552124,1
2018HU0892971,1
2018HU0811190,1
2018HU0302138,1
2018HU0905680,1
2018HU0545710,1
2018HU0208392,1
2018HU1163122,1
2018HU0633267,1
2018HU0399320,1
2018HU1067884,1
2018HU1132101,0
2018HU0208392,1
2018HU0916744,1
2018HU0861150,1
2018HU1299876,1
2018HU1319394,1
2018HU0557630,1
2018HU0025173,1
2018HU1304010,1
2018HU0162015,1
2018GQ0077889,1
2018HU0059339,1
2018HU0988787,1
2018HU0080656,1
2018HU0124806,1
2018HU0871171,1
2018HU1069273,1
2018GQ0091022,1
2018HU0269902,0
2018HU0006693,1
2018HU0401532,1
2018HU0522390,1
2018GQ0068700,1
2018HU0874777,1
2018GQ0134926,1
2018HU1053081,1
2018HU1203500,1
2018HU0710898,0
2018HU0952976,1
2018GQ0046647,0
2018HU0478228,1
2018HU1174355,1
2018HU0643479,1
2018HU1284935,1
2018HU0546873,1
2018HU1130052,1
2018HU1096665,0
2018HU0015058,1
2018HU0347846,1
2018HU0408979,1
2018HU0937475,1
2018HU0074952,1
2018HU0522364,1
